文献番号,著者・編者,著者・編者ふりがな,発行年1,発行年2,論文名,雑誌名・報告書名
B110299,新座市遺跡調査会,にいざしいせきちょうさかい,1988,,,新座市市場坂遺跡Ａ地区第1地点発掘調査報告書
B110300,東松山市教育委員会,ひがしまつやましきょういくいいんかい,1988,a,,東松山市文化財調査報告書第17集　八幡・原山・古吉海道　
B110301,東松山市教育委員会,ひがしまつやましきょういくいいんかい,1988,b,,東松山市文化財調査報告書第18集　岩鼻遺跡　
B110302,富士見市教育委員会,ふじみしきょういくいいんかい,1988,,,富士見市文化財報告第38集　富士見市遺跡群Ⅵ
B110303,水村孝行,みずむらたかゆき,1988,,埼玉の細石刃文化に関する覚書,埼玉県立博物館紀要15
B110304,三芳町教育委員会,みよしまちきょういくいいんかい,1988,,,町内遺跡群発掘調査報告書
B110305,毛呂山町教育委員会,もろやままちきょういくいいんかい,1988,,,毛呂山町埋蔵文化財調査報告第５集　毛呂山町の遺跡－遺跡詳細分布調査報告書－
B110306,与野市教育委員会,よのしきょういくいいんかい,1988,,,与野市の文化財
B110307,与野市総務部市史編さん室,よのしそうむぶししへんさんしつ,1988,,,与野市の歴史
B110308,嵐山町遺跡調査会,らんざんまちいせきちょうさかい,1988,a,,嵐山町遺跡調査会報告５　行司免遺跡・遺構図版編
B110309,嵐山町遺跡調査会,らんざんまちいせきちょうさかい,1988,b,,嵐山町遺跡調査会報告４　行司免遺跡・本文編
B110310,朝霞市,あさかし,1989,,,朝霞市史　通史編
B110311,朝霞市泉水山・下ノ原遺跡発掘調査会,あさかしせんずいやましものはらいせきはっくつちょうさかい,1989,,,泉水山・下ノ原遺跡Ⅳ－1986年度発掘調査報告書－
B110312,安蒜政雄,あんびるまさお,1989,,遺跡の中の遺物,季刊どるめん第15号
B110313,梅沢太久夫・栗島義明,うめざわたくお・くりしまよしあき,1989,,埼玉県秩父郡東秩父村出土の神子柴型石斧に就いて,埼玉考古第25号
B110314,浦和市遺跡調査会,うらわしいせきちょうさかい,1989,a,,浦和市遺跡調査会報告書第109集　白幡本宿遺跡発掘調査報告書
B110315,浦和市遺跡調査会,うらわしいせきちょうさかい,1989,b,,浦和市遺跡調査会報告書第111集　三室西宿南遺跡発掘調査報告書
B110316,浦和市遺跡調査会,うらわしいせきちょうさかい,1989,c,,浦和市遺跡調査会報告書第112集　本太四丁目遺跡発掘調査報告書
B110317,浦和市遺跡調査会,うらわしいせきちょうさかい,1989,d,,浦和市遺跡調査会報告書第114集　宮前・大間木内谷・吉場遺跡発掘調査報告書
B110318,浦和市遺跡調査会,うらわしいせきちょうさかい,1989,e,,浦和市遺跡調査会報告書第116集　北宿西遺跡発掘調査報告書
B110319,浦和市遺跡調査会,うらわしいせきちょうさかい,1989,f,,浦和市遺跡調査会報告書第117集　馬場小室山・松木遺跡発掘調査報告書
B110320,浦和市遺跡調査会,うらわしいせきちょうさかい,1989,g,,浦和市遺跡調査会報告書第120集　大北遺跡発掘調査報告書
B110321,浦和市教育委員会,うらわしきょういくいいんかい,1989,,,浦和市東部遺跡群発掘調査報告書第12集　北宿遺跡（第９次）・馬場北遺跡（第11次）・北宿西遺跡（第２次）・松木遺跡（第９次）
B110322,大宮市遺跡調査会,おおみやしいせきちょうさかい,1989,a,,大宮市遺跡調査会報告第24集　西大宮バイパスNo.5遺跡
B110323,大宮市遺跡調査会,おおみやしいせきちょうさかい,1989,b,,大宮市遺跡調査会報告別冊５篠山遺跡－Ⅱ－
B110324,川口市遺跡調査会,かわぐちしいせきちょうさかい,1989,a,,川口市遺跡調査会報告第12集　赤山　本文編
B110325,川口市遺跡調査会,かわぐちしいせきちょうさかい,1989,b,,川口市遺跡調査会報告第13集　東・上ノ台・道合久保前
B110326,川口潤・西井幸雄・栗島義明,かわぐちじゅん・にしいゆきお・くりしまよしあき,1989,,大宮・武蔵野・相模野台地のⅨ層～Ⅶ層の様相,石器文化研究１
B110327,川本町,かわもとまち,1989,,,川本町史　通史編
B110328,川本町,かわもとまち,1989,,,川本町史通史編
B110329,久喜市,くきし,1989,,,久喜市史　資料編Ⅰ考古・古代資料編
B110330,江南町教育委員会,こうなんまちきょういくいいんかい,1989,,,江南町文化財調査報告第9集　塩西遺跡Ⅱ
B110331,小林茂・柿沼幹夫・鈴木秀雄,こばやししげる・かきぬまみきお・すずきひでお,1989,,川本町万願寺出土の遺物,埼玉考古第25号
B110332,埼玉県埋蔵文化財調査事業団,さいたまけんまいぞうぶんかざいちょうさじぎょうだん,1989,a,,埼玉県埋蔵文化財調査事業団報告書第76集　中三谷遺跡
B110333,埼玉県埋蔵文化財調査事業団,さいたまけんまいぞうぶんかざいちょうさじぎょうだん,1989,b,,埼玉県埋蔵文化財調査事業団報告書第84集　大山遺跡
B110334,埼玉県埋蔵文化財調査事業団,さいたまけんまいぞうぶんかざいちょうさじぎょうだん,1989,c,,埼玉県埋蔵文化財調査事業団報告書第75集　古井戸―縄文時代―
B110335,坂戸市遺跡発掘調査団,さかどしいせきはっくつちょうさだん,1989,,,若葉台遺跡発掘調査報告書Ⅰ　若葉台遺跡
B110336,所沢市教育委員会,ところざわしきょういくいいんかい,1989,a,,所沢市文化財調査報告書第24集　第11次調査和田遺跡
B110337,所沢市教育委員会,ところざわしきょういくいいんかい,1989,b,,所沢市文化財調査報告書第23集　山下後遺跡（第1・2・4次）、吉野遺跡、白旗塚遺跡（第2次）、山口城跡遺跡（第3次）
B110338,所沢市教育委員会,ところざわしきょういくいいんかい,1989,c,,所沢市文化財調査報告書第22集　柳瀬川流域遺跡群（Ⅶ）
B110339,蓮田市遺跡調査会,はすだしいせきちょうさかい,1989,a,,埼玉県蓮田市遺跡調査会調査報告書第４集　荒川附遺跡－第６次調査－
B110340,蓮田市教育委員会,はすだしきょういくいいんかい,1989,b,,埼玉県蓮田市文化財調査報告書第14集　荒川附遺跡－第７地点・第８地点－　宿下遺跡－第６地点－
B110341,浜野美代子,はまのみよこ,1989,,桶川市提灯木山遺跡の調査,第22回遺跡発掘調査報告会発表要旨
B110342,富士見市教育委員会,ふじみしきょういくいいんかい,1989,,,富士見市文化財報告第39集　富士見市遺跡群Ⅶ
B110343,荒井幹夫,あらいみきお,1990,,打越遺跡第Ⅳ～Ⅴ層出土石器群について,富士見市遺跡調査会研究紀要６
B110344,浦和市遺跡調査会,うらわしいせきちょうさかい,1990,a,,浦和市遺跡調査会報告書第128集　三室西宿南遺跡（第２次）発掘調査報告書
B110345,浦和市遺跡調査会,うらわしいせきちょうさかい,1990,b,,浦和市遺跡調査会報告書第129集　本太三丁目・本太四丁目（第２次）・本太五丁目・原山東原（第２次）・原山北原遺跡発掘調査報告書
B110346,浦和市遺跡調査会,うらわしいせきちょうさかい,1990,c,,浦和市遺跡調査会報告書第134集　北宿遺跡発掘調査報告書
B110347,浦和市教育委員会,うらわしきょういくいいんかい,1990,,,浦和市東部遺跡群発掘調査報告書第13集　馬場小室山遺跡（第21・24・25次）・宮本遺跡（第２次）
B110348,大里村,おおさとむら,1990,,,大里村史　通史編
B110349,大宮市遺跡調査会,おおみやしいせきちょうさかい,1990,,,大宮市遺跡調査会報告第30集　下加遺跡
B110350,川口潤,かわぐちじゅん,1990,,川本町白草遺跡の調査,第23回遺跡発掘調査報告会発表要旨
B110351,栗島義明,くりしまよしあき,1990,,入間市西武蔵野遺跡の調査,第23回遺跡発掘調査報告会発表要旨
B110352,埼玉県埋蔵文化財調査事業団,さいたまけんまいぞうぶんかざいちょうさじぎょうだん,1989,d,,埼玉県埋蔵文化財調査事業団報告書第79集　御伊勢原遺跡
B110353,埼玉県埋蔵文化財調査事業団,さいたまけんまいぞうぶんかざいちょうさじぎょうだん,1990,,,埼玉県埋蔵文化財調査事業団報告書第92集　提灯木山遺跡
B110354,志木市,しきし,1990,,,志木市史　通史編原始・古代･中世・近代
B110355,田中英司,たなかひでし,1990,,木葉形尖頭器のデポ,富士見市遺跡調査会研究紀要6
B110356,長崎潤一,ながさきじゅんいち,1990,,旧石器時代のお伊勢山―早稲田大学所沢キャンパスお伊勢山遺跡旧石器時代編予報―,早大埋蔵文化財調査室月報No.66
B110357,新座市遺跡調査会,にいざしいせきちょうさかい,1990,a,,埼玉県新座市一両山遺跡発掘調査報告書　
B110358,新座市遺跡調査会,にいざしいせきちょうさかい,1990,b,,埼玉県新座市八石遺跡発掘調査報告書
B110359,新座市遺跡調査会,にいざしいせきちょうさかい,1990,c,,埼玉県新座市澤遺跡発掘調査報告書
B110360,富士見市遺跡調査会,ふじみしいせきちょうさかい,1990,a,,富士見市遺跡調査会調査報告第33集　宮脇遺跡・谷津遺跡発掘調査報告書（1）
B110361,富士見市遺跡調査会,ふじみしいせきちょうさかい,1990,b,,富士見市遺跡調査会調査報告第34集　宮脇遺跡・谷津遺跡発掘調査報告書（2）
B110362,富士見市遺跡調査会,ふじみしいせきちょうさかい,1990,c,,富士見市遺跡調査会調査報告第35集　宮脇遺跡・谷津遺跡発掘調査報告書（3）
B110363,増田一裕,ますだかずひろ,1990,,埼玉県北地方のＡＴ資料,旧石器考古学40
B110364,三芳町教育委員会,みよしまちきょういくいいんかい,1990,,,三芳町教育委員会古井戸山遺跡発掘調査報告書
B110365,山田巌・森野譲,やまだいわお・もりのゆずる,1990,,埼玉県砂川遺跡発見の細石核,旧石器考古学40
B110366,上尾市教育委員会,あげおしきょういくいいんかい,1991,,,上尾市文化財調査報告第36集　殿山遺跡第2次調査
B110367,朝霞市,あさかし,1991,,,朝霞市史　通史編
B110368,朝霞市泉水山・下ノ原遺跡発掘調査会,あさかしせんずいやましものはらいせきはっくつちょうさかい,1991,,,泉水山・下ノ原遺跡Ⅴ－1987～1989年度発掘調査報告書－
B110369,天野賢一,あまのけんいち,1991,,浦和市中原後遺跡の調査,第24回遺跡発掘調査報告会発表要旨
B110370,浦和市遺跡調査会,うらわしいせきちょうさかい,1991,a,,浦和市遺跡調査会報告書第142集　原山東原（第３次・第４次）遺跡発掘調査報告書
B110371,浦和市遺跡調査会,うらわしいせきちょうさかい,1991,b,,浦和市遺跡調査会報告書第145集　会ノ谷（第３次）遺跡発掘調査報告書
B110372,浦和市遺跡調査会,うらわしいせきちょうさかい,1991,c,,浦和市遺跡調査会報告書第148集　稲荷越遺跡発掘調査報告書
B110373,浦和市遺跡調査会,うらわしいせきちょうさかい,1991,d,,浦和市遺跡調査会報告書第149集　芝原（第２次）遺跡発掘調査報告書
B110374,浦和市教育委員会,うらわしきょういくいいんかい,1991,,,浦和市内遺跡群発掘調査報告書第16集　松木北遺跡（第５次）・馬場北遺跡（第16次）
B110375,大宮市遺跡調査会,おおみやしいせきちょうさかい,1991,a,,大宮市遺跡調査会報告第31集　A-69号遺跡
B110376,大宮市遺跡調査会,おおみやしいせきちょうさかい,1991,b,,大宮市遺跡調査会報告第32集　B-66号遺跡、B-91号遺跡、B-92号遺跡
B110377,川口市遺跡調査会,かわぐちしいせきちょうさかい,1991,a,,川口市遺跡調査会報告第14集　篠谷ツ・木曽呂北・木曽呂
B110378,川口市遺跡調査会,かわぐちしいせきちょうさかい,1991,b,,川口市遺跡調査会報告第15集　源長寺前
B110379,川口潤,かわぐちじゅん,1991,,中砂遺跡出土の削片から―中砂遺跡第３石器集中と樋状剥離を有する尖頭器―,埼玉考古学論集
